S/No.,REGION,COUNTY,SUB,UIC,KNEC,SCHOOL NAME,CLUSTER,TYPE,(Regular/,DISABILITY,ACCOMODATI,GENDER
7028,ENAOSRTTEHR N,WAJIR,ELDAS,9TNX,46813103,TULA TULA MIXED DAY AND BOARDING SECONDARY SCHOO,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7029,ENAOSRTTEHR N,WAJIR,HABASWEI,FDDC,46820109,ABAKORE GIRLS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
7030,ENAOSRTTEHR N,WAJIR,HNABASWEI,CG4U,46820107,ABAKORE MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7031,ENAOSRTTEHR N,WAJIR,HNABASWEI,W5UY,46820108,ELGAL MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7032,ENAOSRTTEHR N,WAJIR,HNABASWEI,CMQ6,46820103,HABASWEIN MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7033,NEAOSRTTEHR N,WAJIR,HNABASWEI,YZKB,468201010,NDEGE GIRLS DAT SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
7034,ENAOSRTTEHR N,WAJIR,HNADADO,RF3S,46830102,ADEMASAJIDA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7035,ENAOSRTTEHR N,WAJIR,HADADO,JUTC,46830104,GARSEKHOFTU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7036,ENAOSRTTEHR N,WAJIR,HADADO,4DZF,46830101,HADADO MIXED DAY & BOARDING SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7037,ENAOSRTTEHR N,WAJIR,HADADO,CBF2,46830106,KANJARA MIXED DAY SECONDARY,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7038,ENAOSRTTEHR N,WAJIR,HADADO,SY8T,46830103,LAGBOGOL BOYS BOARDING & MIXED DAY SECONDARY SCH,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7039,ENAOSRTTEHR N,WAJIR,HADADO,57KZ,46830105,WASO GIRLS DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
7040,ENAOSRTTEHR N,WAJIR,KHOROF,NZ9D,46825104,ARBAQERAMSO MIXED DAY SECONDARY,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7041,ENAOSRTTEHR N,WAJIR,HKHAROARROF,7H6P,46825103,RIBA GIRLS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
7042,EASNTEORNTH,WAJIR,KHOAROANRDILL,DQEM,46833102,HON TAKOW GIRLS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
7043,ENAOSTRETRHN,WAJIR,KEUTULO,EUPV,46834103,HON. A .M SHEIKH,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7044,ENAOSTRETRHN,WAJIR,WKUATJIURLO,NE72,46834102,JOHAR MIXED DAY / BOYS BOARDING SECONDARY SCHOO,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7045,ENAOSTRETRHN,WAJIR,WSAABJUIRLI,RJ4B,46831102,BIYAMATHOW MIXED DAY AND BOARDING SECONDARY SCH,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7046,ENAOSTRETRHN,WAJIR,SABULI,VH8F,46831103,INSHAALLAH HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,mixed
7047,ENAOSTRETRHN,WAJIR,SABULI,M6BH,46831101,SABULI MIXED DAY&BOARDING SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
7048,ENAOSTRETRHN,WAJIR,SABULI,GT9P,46831105,SARIF MIXED SEC. SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,mixed
7049,ENAOSTRETRHN,WAJIR,SABULI,DSPC,46831104,SHEIKH OMAR MIXED SEC,C4,PUBLIC,REGULAR,NONE,DAY,mixed
7050,ENAOSTRETRHN,WAJIR,TARBAJ,MFE5,46818106,HARAGAL GIRLS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
7051,ENAOSTRETRHN,WAJIR,TARBAJ,W5MG,46818105,ILEYS MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7052,ENAOSTRETRHN,WAJIR,WAJIR,CJXV,46802109,AHMED LIBAN SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7053,ENAOSTRETRHN,WAJIR,EWAASJTIR,9G49,46802014,BARWAQO MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7054,ENAOSTRETRHN,WAJIR,EWAASJTIR,4Y66,46802019,FURAHA GIRLS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
7055,ENAOSTRETRHN,WAJIR,EWAASJTIR,84G7,46802104,FURAHA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,BOYS
7056,NORTH,WAJIR,WAJIR,RGXY,46802017,HON . D.M AMIN GIRLS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
7057,ENAOSTRETRHN,WAJIR,WEAASJTIR,MBY7,46802018,JOGBARU GIRLS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
7058,ENAOSTRETRHN,WAJIR,EWAASJTIR,EWLG,46802012,MAKAROR MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7059,ENAOSTRETRHN,WAJIR,EWAASJTIR,WHAU,46802023,RAHMA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7060,ENAOSTRETRHN,WAJIR,EWAASJTIR,RYMUT,46802020,SENIOR CHIEF ADANO GIRLS DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
7061,ENAOSTRETRHN,WAJIR,WEAASJTIR,VJES,46802013,SHALETEY MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
7062,ENAOSTRETRHN,WAJIR,WEAASJTIR,3AXP,46802022,SHUUBLOW MIXED DAY SECONDARY,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7063,ENAOSTRETRHN,WAJIR,WEAASJTIR,ECJC,46802021,WABERI GIRLS DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
7064,ENAOSTRETRHN,WAJIR,EWAASJTIR,FCR3,46802106,WABERI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,BOYS
7065,ENAOSTRETRHN,WAJIR,EWAASJTIR,YVRP,46807103,BUTE MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
7066,ENAOSTRETRHN,WAJIR,WNOARJITRH,NRKM,46807201,DANABA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
